Params	Time Savings	BD-BR Inc	RDCCOst
BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.5113	0.1617	0.3163
BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.5861	0.2187	0.3732
BipredSearchRange=2_MaxPartitionDepth=3_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.6612	0.2597	0.3928
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1	0.6268	0.1724	0.2751
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_TestRect=3	0.6603	0.1740	0.2636
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_TestRect=2	0.6963	0.1958	0.2812
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_TestRect=1	0.7290	0.2336	0.3204
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_TestRect=3	0.6978	0.2134	0.3058
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1	0.6626	0.1905	0.2875
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_TestRect=2	0.7356	0.2271	0.3087
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_TestRect=1	0.7698	0.2461	0.3197
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.6944	0.1898	0.2733
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.7300	0.1982	0.2715
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.6645	0.1804	0.2715
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.7254	0.2236	0.3082
BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.7534	0.2290	0.3040
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.6974	0.1958	0.2807
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.7598	0.2369	0.3118
AMP=0_BipredSearchRange=2_FME=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.7913	0.2508	0.3169
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1	0.6436	0.4311	0.6698
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_TestRect=3	0.6922	0.5228	0.7552
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_TestRect=2	0.7387	0.6542	0.8856
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_TestRect=1	0.7852	0.7785	0.9914
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1	0.6533	0.4296	0.6576
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_TestRect=3	0.7018	0.5286	0.7531
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_TestRect=2	0.7496	0.6624	0.8836
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_TestRect=1	0.7970	0.7896	0.9908
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.6698	0.4371	0.6526
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.7161	0.5349	0.7469
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.7611	0.6680	0.8776
AMP=0_BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.8064	0.7956	0.9866
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.6604	0.4377	0.6628
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.7067	0.5293	0.7489
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.7503	0.6583	0.8774
BipredSearchRange=2_MaxPartitionDepth=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.7942	0.7824	0.9852
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1	0.3921	0.1966	0.5015
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_TestRect=3	0.4624	0.1911	0.4133
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_TestRect=2	0.5337	0.2275	0.4262
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_TestRect=1	0.6039	0.2353	0.3895
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_TestRect=1	0.6597	0.2391	0.3624
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_TestRect=3	0.5214	0.2079	0.3988
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_TestRect=2	0.5907	0.2358	0.3991
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1	0.4506	0.2042	0.4531
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.6812	0.2597	0.3813
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.6279	0.2371	0.3775
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.5537	0.2179	0.3936
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.6183	0.2414	0.3904
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.4974	0.2041	0.4103
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.5638	0.2307	0.4092
AMP=0_BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.4860	0.2072	0.4265
BipredSearchRange=2_FME=2_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.4314	0.1870	0.4335
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1	0.7999	1.1325	1.4158
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_TestRect=3	0.8273	1.2249	1.4806
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_TestRect=2	0.8540	1.2983	1.5201
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_TestRect=1	0.8778	1.4376	1.6378
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1	0.8002	1.1325	1.4152
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_TestRect=3	0.8274	1.2249	1.4804
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_TestRect=2	0.8540	1.2983	1.5201
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_TestRect=1	0.8806	1.4376	1.6326
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.8099	1.1340	1.4001
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.8362	1.2254	1.4654
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.8614	1.2990	1.5080
AMP=0_BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.8860	1.4419	1.6274
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4	0.8095	1.1340	1.4009
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3	0.8359	1.2254	1.4659
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2	0.8610	1.2990	1.5088
BipredSearchRange=2_MaxPartitionDepth=1_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1	0.8859	1.4419	1.6276
AMP=0_BipredSearchRange=2_TestRect=3	0.2700	0.0207	0.0767
SearchRange=8_TestRect=3_refs=3	0.2636	0.0186	0.0707
AMP=0_SearchRange=8_TestRect=3	0.2668	0.0214	0.0801
BipredSearchRange=2_TestRect=3_refs=2	0.3913	0.0324	0.0828
BipredSearchRange=2_TestRect=3_refs=3	0.2747	0.0215	0.0783
BipredSearchRange=0_TestRect=3	0.1747	0.0100	0.0572
TestRect=3_refs=3	0.2473	0.0179	0.0722
SearchRange=8_TestRect=3_refs=2	0.3787	0.0315	0.0831
BipredSearchRange=2_TestRect=3_refs=1	0.5042	0.0493	0.0978
TestRect=3_refs=2	0.3709	0.0300	0.0808
SearchRange=8_TestRect=3_refs=1	0.4961	0.0489	0.0987
AMP=0_TestRect=3	0.2384	0.0183	0.0769
BipredSearchRange=2_HadamardME=0_TestRect=3	0.2372	0.0232	0.0980
HadamardME=0_SearchRange=8_TestRect=3	0.2306	0.0211	0.0915
SearchRange=4_TestRect=3	0.1560	0.0104	0.0664
FME=1_TestRect=3	0.3274	0.0519	0.1584
BipredSearchRange=2_FME=1_TestRect=3	0.3644	0.0595	0.1633
FME=1_SearchRange=8_TestRect=3	0.3596	0.0555	0.1542
TestRect=3_refs=1	0.4946	0.0477	0.0964
HadamardME=0_TestRect=3	0.1987	0.0176	0.0888
MaxPartitionDepth=3_TestRect=3	0.3305	0.1148	0.3472
BipredSearchRange=2_MaxPartitionDepth=3_TestRect=3	0.3658	0.1158	0.3166
MaxPartitionDepth=3_SearchRange=8_TestRect=3	0.3550	0.1163	0.3276
SearchRange=0_TestRect=3	0.1783	0.0292	0.1637
FME=0_TestRect=3	0.4659	0.1622	0.3481
BipredSearchRange=2_FME=0_TestRect=3	0.5011	0.1650	0.3293
FME=0_SearchRange=8_TestRect=3	0.4957	0.1730	0.3491
MaxPartitionDepth=2_TestRect=3	0.6158	0.3918	0.6361
BipredSearchRange=2_MaxPartitionDepth=2_TestRect=3	0.6324	0.3930	0.6215
MaxPartitionDepth=2_SearchRange=8_TestRect=3	0.6298	0.3939	0.6255
FME=2_TestRect=3	0.2695	0.1766	0.6553
BipredSearchRange=2_FME=2_TestRect=3	0.3079	0.1738	0.5644
FME=2_SearchRange=8_TestRect=3	0.2994	0.1873	0.6254
MaxPartitionDepth=1_TestRect=3	0.8016	0.9405	1.1733
BipredSearchRange=2_MaxPartitionDepth=1_TestRect=3	0.8102	0.9454	1.1668
MaxPartitionDepth=1_SearchRange=8_TestRect=3	0.8094	0.9417	1.1634
AMP=0_BipredSearchRange=2_TestRect=1	0.4787	0.0409	0.0855
AMP=0_BipredSearchRange=2_SearchRange=8_TestRect=1	0.4976	0.0431	0.0865
SearchRange=8_TestRect=1_refs=3	0.4272	0.0325	0.0761
BipredSearchRange=2_SearchRange=8_TestRect=1_refs=3	0.4483	0.0366	0.0816
BipredSearchRange=0_SearchRange=8_TestRect=1_refs=3	0.4569	0.0374	0.0819
AMP=0_BipredSearchRange=0_SearchRange=8_TestRect=1	0.5079	0.0426	0.0839
BipredSearchRange=0_SearchRange=4_TestRect=1	0.3985	0.0273	0.0684
AMP=0_SearchRange=8_TestRect=1	0.4758	0.0398	0.0837
BipredSearchRange=2_TestRect=1_refs=2	0.5126	0.0451	0.0881
BipredSearchRange=2_SearchRange=8_TestRect=1_refs=2	0.5167	0.0455	0.0881
BipredSearchRange=2_TestRect=1_refs=3	0.4334	0.0328	0.0757
BipredSearchRange=0_TestRect=1	0.3681	0.0208	0.0565
TestRect=1_refs=3	0.4149	0.0318	0.0767
SearchRange=8_TestRect=1_refs=2	0.5024	0.0449	0.0895
BipredSearchRange=0_SearchRange=8_TestRect=1_refs=2	0.5220	0.0497	0.0952
BipredSearchRange=2_TestRect=1_refs=1	0.5862	0.0608	0.1037
BipredSearchRange=2_SearchRange=8_TestRect=1_refs=1	0.5883	0.0631	0.1073
BipredSearchRange=2_SearchRange=4_TestRect=1	0.3857	0.0261	0.0676
TestRect=1_refs=2	0.4979	0.0423	0.0850
SearchRange=8_TestRect=1_refs=1	0.5805	0.0603	0.1039
BipredSearchRange=0_SearchRange=8_TestRect=1_refs=1	0.5920	0.0651	0.1100
BipredSearchRange=0_HadamardME=0_SearchRange=8_TestRect=1	0.4480	0.0371	0.0828
AMP=0_TestRect=1	0.4564	0.0378	0.0828
BipredSearchRange=2_HadamardME=0_SearchRange=8_TestRect=1	0.4359	0.0341	0.0783
BipredSearchRange=2_HadamardME=0_TestRect=1	0.4103	0.0336	0.0818
HadamardME=0_SearchRange=8_TestRect=1	0.4092	0.0324	0.0792
SearchRange=4_TestRect=1	0.3585	0.0218	0.0608
FME=1_TestRect=1	0.4677	0.0721	0.1541
BipredSearchRange=2_FME=1_TestRect=1	0.4943	0.0769	0.1556
FME=1_SearchRange=8_TestRect=1	0.4847	0.0717	0.1480
BipredSearchRange=2_FME=1_SearchRange=8_TestRect=1	0.5182	0.0734	0.1416
BipredSearchRange=0_FME=1_SearchRange=8_TestRect=1	0.5288	0.0768	0.1453
TestRect=1_refs=1	0.5791	0.0595	0.1027
HadamardME=0_TestRect=1	0.3762	0.0324	0.0861
MaxPartitionDepth=3_TestRect=1	0.5207	0.1685	0.3236
BipredSearchRange=2_MaxPartitionDepth=3_TestRect=1	0.5387	0.1703	0.3162
BipredSearchRange=2_MaxPartitionDepth=3_SearchRange=8_TestRect=1	0.5534	0.1737	0.3138
MaxPartitionDepth=3_SearchRange=8_TestRect=1	0.5361	0.1693	0.3157
BipredSearchRange=0_MaxPartitionDepth=3_SearchRange=8_TestRect=1	0.5632	0.1745	0.3098
SearchRange=0_TestRect=1	0.3709	0.0395	0.1064
BipredSearchRange=2_SearchRange=0_TestRect=1	0.3977	0.0628	0.1578
BipredSearchRange=0_SearchRange=0_TestRect=1	0.4086	0.1127	0.2759
FME=0_TestRect=1	0.5589	0.1798	0.3217
BipredSearchRange=2_FME=0_TestRect=1	0.5843	0.1943	0.3325
FME=0_SearchRange=8_TestRect=1	0.5830	0.1734	0.2975
BipredSearchRange=2_FME=0_SearchRange=8_TestRect=1	0.6067	0.1950	0.3215
BipredSearchRange=0_FME=0_SearchRange=8_TestRect=1	0.6097	0.1890	0.3099
MaxPartitionDepth=2_TestRect=1	0.7239	0.5240	0.7238
BipredSearchRange=2_MaxPartitionDepth=2_TestRect=1	0.7294	0.5276	0.7233
BipredSearchRange=2_MaxPartitionDepth=2_SearchRange=8_TestRect=1	0.7372	0.5271	0.7151
MaxPartitionDepth=2_SearchRange=8_TestRect=1	0.7275	0.5267	0.7240
BipredSearchRange=0_MaxPartitionDepth=2_SearchRange=8_TestRect=1	0.7362	0.5329	0.7239
BipredSearchRange=0_FME=2_SearchRange=8_TestRect=1	0.4868	0.2296	0.4717
BipredSearchRange=2_FME=2_SearchRange=8_TestRect=1	0.4779	0.1949	0.4078
FME=2_TestRect=1	0.4065	0.1891	0.4652
BipredSearchRange=2_FME=2_TestRect=1	0.4233	0.1950	0.4607
FME=2_SearchRange=8_TestRect=1	0.4378	0.1912	0.4367
MaxPartitionDepth=1_TestRect=1	0.8564	1.1464	1.3386
BipredSearchRange=2_MaxPartitionDepth=1_TestRect=1	0.8645	1.1501	1.3304
BipredSearchRange=2_MaxPartitionDepth=1_SearchRange=8_TestRect=1	0.8702	1.1519	1.3237
MaxPartitionDepth=1_SearchRange=8_TestRect=1	0.8655	1.1485	1.3270
BipredSearchRange=0_MaxPartitionDepth=1_SearchRange=8_TestRect=1	0.8726	1.1560	1.3248
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_refs=3	0.3649	0.0242	0.0663
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=3	0.4387	0.0310	0.0707
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=2_refs=3	0.5109	0.0459	0.0899
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=1_refs=3	0.5817	0.0553	0.0952
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_refs=3	0.4340	0.0333	0.0767
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=3_refs=3	0.5090	0.0460	0.0903
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=2_refs=3	0.5828	0.0615	0.1055
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_TestRect=1_refs=3	0.6493	0.0722	0.1113
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_refs=3	0.3877	0.0335	0.0864
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=3	0.4591	0.0398	0.0867
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=3	0.5277	0.0553	0.1047
BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1_refs=3	0.5957	0.0619	0.1039
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_refs=3	0.4523	0.0390	0.0862
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=3	0.5272	0.0521	0.0988
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=3	0.5968	0.0659	0.1105
AMP=0_BipredSearchRange=0_QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1_refs=3	0.6667	0.0784	0.1176
QuadtreeTUMaxDepthInter=1_SearchRange=4_refs=3	0.3403	0.0287	0.0843
QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=3_refs=3	0.4169	0.0360	0.0862
QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=2_refs=3	0.4909	0.0486	0.0990
QuadtreeTUMaxDepthInter=1_SearchRange=4_TestRect=1_refs=3	0.5649	0.0560	0.0992
AMP=0_QuadtreeTUMaxDepthInter=2_refs=3	0.3323	0.0263	0.0791
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=3	0.3496	0.0259	0.0741
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.4324	0.0339	0.0783
AMP=0_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=3	0.4183	0.0329	0.0786
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5110	0.0426	0.0834
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.5918	0.0526	0.0889
AMP=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.5810	0.0517	0.0889
AMP=0_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=3	0.4990	0.0423	0.0848
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=3_refs=3	0.4347	0.0381	0.0877
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_refs=3	0.3512	0.0292	0.0830
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=2_refs=3	0.5137	0.0462	0.0899
AMP=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1_refs=3	0.5927	0.0574	0.0968
QuadtreeTUMaxDepthInter=1_TestRect=3_refs=3	0.3964	0.0285	0.0719
AMP=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=3	0.4088	0.0318	0.0778
AMP=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=3	0.4889	0.0442	0.0905
AMP=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=3	0.5632	0.0563	0.1000
AMP=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=3	0.6412	0.0711	0.1109
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_refs=3	0.3545	0.0297	0.0838
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=3	0.3743	0.0321	0.0858
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=3	0.4248	0.0372	0.0875
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.4430	0.0379	0.0856
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=3	0.4908	0.0433	0.0882
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5062	0.0467	0.0923
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.5582	0.0513	0.0918
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.5727	0.0508	0.0886
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_refs=3	0.4210	0.0383	0.0910
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=3	0.4397	0.0416	0.0945
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=3_refs=3	0.4944	0.0477	0.0965
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.5086	0.0489	0.0961
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=2_refs=3	0.5617	0.0547	0.0974
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5735	0.0590	0.1028
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.6304	0.0667	0.1058
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.6407	0.0666	0.1040
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_refs=3	0.3766	0.0368	0.0977
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=3_refs=3	0.4453	0.0411	0.0923
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=2_refs=3	0.5079	0.0490	0.0965
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1_refs=3	0.5721	0.0539	0.0942
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=3_refs=3	0.5103	0.0526	0.1031
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1_refs=3	0.6402	0.0706	0.1103
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=2_refs=3	0.5756	0.0608	0.1056
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_refs=3	0.4418	0.0468	0.1058
QuadtreeTUMaxDepthInter=1_refs=3	0.3165	0.0246	0.0778
QuadtreeTUMaxDepthInter=1_TestRect=1_refs=3	0.5487	0.0500	0.0912
QuadtreeTUMaxDepthInter=1_TestRect=2_refs=3	0.4743	0.0425	0.0897
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=3	0.3888	0.0336	0.0864
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.4561	0.0403	0.0884
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5188	0.0460	0.0886
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.5813	0.0531	0.0913
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_refs=3	0.4532	0.0431	0.0951
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.5196	0.0498	0.0959
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=2_refs=3	0.5829	0.0595	0.1021
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.6476	0.0684	0.1057
HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=3_refs=3	0.4108	0.0356	0.0867
HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=8_TestRect=1_refs=3	0.5508	0.0499	0.0907
HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.5379	0.0476	0.0884
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.5683	0.0502	0.0883
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_TestRect=1_refs=3	0.6387	0.0674	0.1054
BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1_refs=3	0.5824	0.0560	0.0961
AMP=0_BipredSearchRange=0_HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1_refs=3	0.6482	0.0717	0.1106
HadamardME=0_QuadtreeTUMaxDepthInter=2_SearchRange=4_TestRect=1_refs=3	0.5522	0.0507	0.0919
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=3	0.4407	0.0385	0.0873
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=3	0.5051	0.0482	0.0954
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=3	0.5675	0.0612	0.1079
BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=3	0.6288	0.0699	0.1112
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_refs=3	0.4989	0.0470	0.0941
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=3_refs=3	0.5647	0.0574	0.1016
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=2_refs=3	0.6277	0.0749	0.1193
AMP=0_BipredSearchRange=2_HadamardME=0_QuadtreeTUMaxDepthInter=1_SearchRange=8_TestRect=1_refs=3	0.6904	0.0858	0.1242
